old_name,new_name,old_name_alt,new_name_alt,type,region,district,year_from,year_to,reason,period,source,latitude,longitude,notes
Леніна,Шахтарське,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Гірницьке,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вугільне,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Робітниче,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Донбаський,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комсомольський,Юнацький,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Калінінський,Калиновий,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилівський,Східний,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинський,Степовий,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артемівський,Шахтний,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянська Галичина,Галичина,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтнева Галичина,Західна,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністична,Галицька,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кірова,Карпатське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталіна,Бойківське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова,Лемківське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Будьонного,Верховинське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе,Дністрове,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Буське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського,Стрийське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Чапаєва,Дрогобицьке,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пархоменка,Самбірське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Лазо,Золочівське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського,Яворівське,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новомиколаївське,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Степове,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Причорноморське,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Південний,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новоодеське,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Причорноморське,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Морське,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Портове,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Південний,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комсомольський,Юнацький,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Калінінський,Калиновий,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилівський,Одеський,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинський,Дністровський,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артемівський,Лиманський,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новополтавське,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Козацьке,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Центральний,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянська Волинь,Волинь,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтнева Волинь,Західна,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністична,Волинська,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кірова,Поліське,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталіна,Рівненське,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова,Дубенське,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Будьонного,Острозьке,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе,Сарненське,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Костопільське,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новосумське,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Слобожанське,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Північний,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянська Галичина,Галичина,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтнева Галичина,Подільська,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністична,Тернопільська,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кірова,Збаразьке,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталіна,Чортківське,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова,Кременецьке,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Будьонного,Бережанське,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе,Зборівське,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Теребовлянське,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новохарківське,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Слобожанське,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Східний,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комсомольський,Юнацький,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Калінінський,Калиновий,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилівський,Харківський,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинський,Чугуївський,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артемівський,Лозівський,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новохерсонське,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Степове,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Причорноморське,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Таврійське,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянське Поділля,Поділля,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневе Поділля,Західне,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністична,Подільська,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кірова,Кам'янецьке,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталіна,Шепетівське,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова,Старокостянтинівське,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Будьонного,Славутське,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе,Полонське,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Ізяславське,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новочеркаське,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Козацьке,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Центральний,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянська Буковина,Буковина,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтнева Буковина,Північна,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністична,Буковинська,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Кірова,Карпатське,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталіна,Вижницьке,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова,Кіцманське,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Будьонного,Путильське,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе,Сторожинецьке,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Герцаївське,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новочернігівське,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Шевченка,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Сіверське,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Поліський,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Сталінівка,Новокримське,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Леніна,Кримське,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комінтерн,Таврійське,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Більшовик,Вільне,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Пролетар,Трудове,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Жовтневий,Осінній,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Радянський,Південне,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуніст,Демократ,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Червона Зірка,Зірка,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Першотравневий,Травневий,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ленінське,Новоленінське,,,смт,Дніпропетровська область,Нікопольський район,1924,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Новожовтневе,,,смт,Донецька область,Покровський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кіровське,Новокіровське,,,смт,Запорізька область,Мелітопольський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Новорадянське,,,смт,Харківська область,Ізюмський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комінтернівське,Новокомінтернівське,,,смт,Одеська область,Білгород-Дністровський район,1938,2016,декомунізація,незалежність,Постанова ВРУ,,,
Камянець,Кам'янець-Подільський,Kamianets;Каменец,Kamianets-Podilskyi,місто,Хмельницька область,,1062,1944,українізація,радянський,Енциклопедія історії України,48.6833,26.5833,Давнє місто
Острог,Острог,Ostrog;Острог,Ostroh,місто,Рівненська область,,1100,1939,українізація,радянський,Енциклопедія історії України,50.3333,26.5167,Давнє місто
Дубно,Дубно,Dubno;Дубно,Dubno,місто,Рівненська область,,1100,1939,українізація,радянський,Енциклопедія історії України,50.4167,25.7500,Давнє місто
Луцьк,Луцьк,Luck;Луцк;Łuck,Lutsk,місто,Волинська область,,1085,1939,українізація,радянський,Енциклопедія історії України,50.7500,25.3333,Давнє місто
Рівне,Рівне,Rowno;Ровно;Równe,Rivne,місто,Рівненська область,,1283,1939,українізація,радянський,Енциклопедія історії України,50.6167,26.2500,Давнє місто
Полтава,Полтава,Poltava;Полтава,Poltava,місто,Полтавська область,,1174,1939,українізація,радянський,Енциклопедія історії України,49.5833,34.5667,Давнє місто
Чернігів,Чернігів,Chernigov;Чернигов,Chernihiv,місто,Чернігівська область,,907,1939,українізація,радянський,Енциклопедія історії України,51.4833,31.3000,Давнє місто
Суми,Суми,Sumy;Сумы,Sumy,місто,Сумська область,,1655,1939,українізація,радянський,Енциклопедія історії України,50.9167,34.8000,Давнє місто
Харків,Харків,Kharkov;Харьков,Kharkiv,місто,Харківська область,,1654,1939,українізація,радянський,Енциклопедія історії України,49.9833,36.2333,Давнє місто
Київ,Київ,Kiev;Киев,Kyiv,місто,м. Київ,,482,1939,українізація,радянський,Енциклопедія історії України,50.4500,30.5233,Столиця
Жовтневе,Калинове,,,село,Вінницька область,Немирівський район,1925,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Вербове,,,село,Вінницька область,Гайсинський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Дубове,,,село,Вінницька область,Ладижинський район,1928,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоне,Білогірське,,,село,Вінницька область,Могилів-Подільський район,1930,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоне,Новосілка,,,село,Вінницька область,Шаргородський район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Ленінське,Шевченкове,,,село,Волинська область,Луцький район,1924,2016,декомунізація,незалежність,Постанова ВРУ,,,
Ленінське,Гончарівка,,,село,Волинська область,Нововолинський район,1925,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комсомольське,Молодіжне,,,село,Дніпропетровська область,Криворізький район,1932,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комсомольське,Юнацьке,,,село,Дніпропетровська область,Павлоградський район,1933,2016,декомунізація,незалежність,Постанова ВРУ,,,
Першотравневе,Весняне,,,село,Донецька область,Покровський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Першотравневе,Квітуче,,,село,Донецька область,Краматорський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Вільне,,,село,Житомирська область,Новоград-Волинський район,1928,2016,декомунізація,незалежність,Постанова ВРУ,,,
Радянське,Народне,,,село,Житомирська область,Овруцький район,1929,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Вишневе,,,село,Запорізька область,Запорізький район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Кірове,Садове,,,село,Запорізька область,Пологівський район,1936,2016,декомунізація,незалежність,Постанова ВРУ,,,
Калінінське,Калинове,,,село,Київська область,Обухівський район,1934,2016,декомунізація,незалежність,Постанова ВРУ,,,
Калінінське,Вербове,,,село,Київська область,Сквирський район,1935,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Лугове,,,село,Кіровоградська область,Голованівський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Степове,,,село,Кіровоградська область,Добровеличківський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоноармійське,Козацьке,,,село,Луганська область,Новоайдарський район,1931,2016,декомунізація,незалежність,Постанова ВРУ,,,
Червоноармійське,Славне,,,село,Луганська область,Сватівський район,1932,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комінтернове,Мирне,,,село,Львівська область,Перемишлянський район,1947,2016,декомунізація,незалежність,Постанова ВРУ,,,
Комінтернове,Злагода,,,село,Львівська область,Жидачівський район,1948,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Південне,,,село,Миколаївська область,Новоодеський район,1926,2016,декомунізація,незалежність,Постанова ВРУ,,,
Жовтневе,Приморське,,,село,Миколаївська область,Очаківський район,1927,2016,декомунізація,незалежність,Постанова ВРУ,,,
Ленінське,Нове,,,село,Одеська область,Ізмаїльський район,1924,2016,декомунізація,незалежність,Постанова ВРУ,,,
Ленінське,Світле,,,село,Одеська область,Болградський район,1925,2016,декомунізація,незалежність,Постанова ВРУ,,,
